åproduct,MR_id,field-1-label-src,field-1-value,field-2-label-src,field-2-value,field-3-label-src,field-3-value,field-4-label-src,field-4-value,field-5-label-src,field-5-value
"Vintage Waste Basket Trash Can Walnut Refinished","MR9778","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Wastebasket. 
To complement and complete any office or house. 
Constructed of quality walnut.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","10"" Width x 10"" Depth x 14"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent- Refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"(2) Cypress Wood Art Sculptures 50"" Tall","MR9192","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Pair of Cypress Wood Sculptures","http://www.metroretrofurniture.com/images/pictures/dims.jpg","25"" diameter x 50"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very Good","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options    Please Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"4ft Vintage Dunbar Edward Wormley Cocktail Coffee Table SOLD","MR9241","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","DUNBAR","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Edward Wormley 
Wormley has pioneered in a broad field of design, he was one of those unique designers who was sensitive to the interplay involved in selling modernism and still preserving the nostalgic touch of intimacy, warmth and detail. Wormley attended the Art Institute of Chicago in 1926. After attending there he worked for Marshall Field`s Design Studio in 1930, and then a year later he began working for Dunbar. His collaboration with Dunbar made him a household name for decades. 
His first Dunbar chairs, produced in 1932, were reproductions of antique designs, but when they became popular Wormley augmented the set with new pieces to form a full line of furniture for almost every room in the house. He was given a contract under which he would produce two lines of furniture each year, one traditional and one modern. By 1944, however, the popularity of the modern line had eclipsed its counterpart and the traditional series was dropped. He opened his own office in New York a year later where he remained a consultant for Dunbar and contracted out his own designs. Wormley`s designs became a special mark of distinction and one can see the great care put into preserving the old with the new.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Dunbar Plateau Table by Edward Wormley 
U.S.A. 
circa 1950`s 
Edward Wormley for Dunbar Cocktail Coffee Table, two tone wood top and brass stretchers. 
Lower shelf for magazines and books. 
Metal Dunbar tag.","http://www.metroretrofurniture.com/images/pictures/dims.jpg","48"" width x 28"" depth x 22"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear"
"61"" Dunbar Roger Sprunger Stainless Rosewood Credenza ( aai69 ) SOLD","MR9155","http://www.metroretrofurniture.com/images/pictures/manufac.jpg","Dunbar","http://www.metroretrofurniture.com/images/pictures/descript.jpg","61"" Vintage Dunbar Roger Sprunger Stainless Rosewood Credenza 

Stainless steel panel legs 
Rosewood construction 
(3) Regular drawers 
(1) File drawer 
Cabinet door with shelf","http://www.metroretrofurniture.com/images/pictures/dims.jpg","61"" Length x 18"" Depth x 27.25"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Excellent refinished","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"60"" x 48"" Betty Burgdorf Abstract Oil Canvas Painting","MR9273","http://www.metroretrofurniture.com/images/pictures/artist.jpg","Betty Burgdorf","http://www.metroretrofurniture.com/images/pictures/descript.jpg","60"" x 48"" 1971 Betty Burgdorf Abstract Painting

Black white and yellow composition
No frame
Signed by artist 1971","http://www.metroretrofurniture.com/images/pictures/dims.jpg","60"" Length x 48"" Height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good original vintage","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
"8ft x 10ft Indian Red Rectangular Hand Knotted Wool Rug. 70% OFF SALE","MR9670","","null","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","We recommend shipping via Pick up
QUOTED FOR U.S. ONLY","","null","","null","","null"
"(4) Mid Century Modern Italian Dining Chairs","MR9874","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Set of Four Mid Century Modern Italian Dining Chairs 

Circa 1950`s 
Walnut frame. 
Bronzed capped tapered wood legs. 
Featuring splayed leg design. 
Blue fabric upholstered seats and backs. 
This ad is for (4) chairs","http://www.metroretrofurniture.com/images/pictures/dims.jpg","18"" width x 17.5"" depth x 37.5"" height 
seat height 20""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","Very good vintage 
Age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"27""x24"" Rectangular Vintage Chrome Coffee Table Base","MR9827","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Chrome Coffee Table Base 
Glass/marble top not included in price 
Please inquire about available tops for this table base!!!","http://www.metroretrofurniture.com/images/pictures/dims.jpg","27"" width x 24"" depth x 16"" height","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Click here for shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"6ft Vintage Danish Walnut Hutch China Cabinet","MR9386","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Danish Hutch China Cabinet 

Two piece construction cabinet. 
Wood and glass composition. 
Top has a glass cabinet door, pull down wood door and shelves. 
Bottom part has four opposing cabinet doors with shelves. 
Middle drawer partitioned for silverware. 

This ad is for (1) two piece construction cabinet and can be used with or with out the top","http://www.metroretrofurniture.com/images/pictures/dims.jpg","top 
73"" length x 11"" depth x 42.25"" height 
bottom 
73"" length x 17"" depth x 28.25"" height 
total height 70.5""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","very good vintage 
age appropriate wear","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000","","null"
"HOld Vintage Milo Baughman Lounge Scoop Chair Wood Legs","MR9055","http://www.metroretrofurniture.com/images/pictures/designer.jpg","Milo Baughman 
(1925-) 
He is one of the most significant, distinctly American designers to leave his mark on the latter half of the 20th Century. Baughman`s résumé includes work created for Calif-Asia, Mode Furniture, Glenn of California, The Inco Company, Pacific Iron, Winchendon and Drexel, among many others. He also taught and wrote prolifically on the state of modern design, helping early on to define the concept of Good Design with his signature critical levity. A 1953 essay, for example, finds him cautioning readers ""a forest of black iron threatens to overwhelm us,"" and encouraging ""stimulating a healthy diversity."" His beautiful, thoroughly unpretentious furniture appealed to people looking for a modern, forward-thinking aesthetic on a moderate budget. Baughman continued to design furniture into the 1990`s with High Point, NC based Thayer Coggin, the firm with whom he experienced the longest relationship and widest market success.","http://www.metroretrofurniture.com/images/pictures/descript.jpg","Vintage Rare Lounge Leather Chair by Milo Baughman","http://www.metroretrofurniture.com/images/pictures/dims.jpg","24"" width x 26"" depth x 30"" height 
seat height 16""","http://www.metroretrofurniture.com/images/pictures/condit.jpg","excellent >restored","http://www.metroretrofurniture.com/images/pictures/shipp.jpg","Blanket Wrap Shipping ONLY Click here for other shipping options   Preparation, Timing and ShipmentPlease Allow 7 to 10 Business Days Plus Shipping Time, Shipping Varies By Location and Shipping Method Chosen.If Item needs restoration additional time will be required(Determined by item or items being refinished or reupholstered) International Shipping  When requesting international shipping rates, please allow Us 3 to 5 Days to QuoteThank you for shopping Metro Retro Furniture for further questions please contact us at 713-473-0000"
